,ID,TARGET
161,1251,-0.07173778239828006
162,1480,0.03113622948641875
163,1599,0.01786790768618413
164,1702,0.0700247364114392
165,1928,0.12723338516969923
166,1396,-0.12955268378049245
167,1656,-0.05942041272017917
168,1711,-0.0036440478208227822
169,1644,-0.0344499422629088
170,2006,-0.034876757120464855
171,1406,-0.07072126906503004
172,1730,0.0347197001098474
173,1296,-0.0457694742393605
174,2099,0.041663498030042795
175,1888,0.04074829013438877
176,1557,-0.0393271513965084
177,1542,0.07815529610606879
178,1368,0.05593018205528176
179,1446,-0.03128707365108086
180,1865,0.08896086245313232
181,1775,9.864538434558104e-05
328,1942,-0.050335630521365096
329,1699,0.019291683529474735
330,2020,0.013086376008442036
331,1793,0.03297578056897091
332,2086,0.09517862140447061
333,1744,0.02640444608412944
334,1755,0.04062370889996171
335,1243,-0.15343417191485956
336,1355,-0.04142044343322614
337,1812,0.1586666646396546
338,2113,0.05147363867266938
339,1477,-0.09609768842971682
340,1939,-0.14161043517118035
341,1486,0.0397608548691987
342,2097,0.02782934481318967
343,1670,-0.07541902430187976
344,1561,-0.02137970621412267
345,1289,-0.050255831977040574
346,1986,-0.08319722850250154
347,1545,0.07840723926678322
348,1677,-0.11497120919263291
349,1809,0.042492554899794324
350,1000,-0.09625791321984695
351,1913,-0.15699078315410794
352,1565,0.12319464609613064
353,1246,-0.0860093463687899
354,1036,0.10169073340672193
355,2031,0.05893816282152965
356,1283,-0.06556840656261968
357,1429,-0.028590435889832396
358,1410,-0.07429997485298527
359,1029,-0.04901549681854586
360,1318,0.04761115360452563
361,2032,0.09071780942594834
362,1434,-0.029085481794948444
363,2044,0.04665216375089634
364,1291,0.0030318619321939647
365,2011,-0.059278248666375405
366,1937,-0.13837671106907903
367,1320,0.001126179832074619
368,1901,0.11283487305280653
369,1881,0.19773647643247552
370,1661,0.24261855707201538
371,1257,-0.0011540716512955483
372,1950,-0.016291303950006025
373,1412,0.043193263859467146
374,1818,-0.05836190639354684
375,1707,-0.06416817714065644
376,1388,0.020293941696674412
377,1541,0.09542004091698224
378,1700,0.03258077844376568
379,1129,-0.09323146004255016
380,1342,-0.04113951261085813
381,1276,0.16643611811769607
382,1206,-0.003754607570461189
383,2090,-0.08988071053533425
384,967,0.1648264285680937
385,1597,-0.08473034025901169
386,1591,0.02005785913484526
387,1615,-0.06778541300132102
388,2096,-0.03482738565639079
389,1294,0.00025628818063101744
390,1915,-0.09245579101103417
391,968,0.18920519893889087
392,1222,-0.0031597716903640164
393,1579,0.04153551738833637
394,1841,0.012931510736308056
395,2132,-0.11398943787040372
396,1873,-0.10695228508400448
397,2114,-0.10230670685718933
398,973,0.051988203832732754
399,1899,0.06109958519885374
400,1634,0.12205136030024095
401,1916,0.015543870337464929
402,1729,0.12261410703936372
403,1304,-0.012274962915468327
404,1780,0.009079094972094085
406,932,-0.18547962775319632
407,1034,-0.03888707092209602
408,2014,-0.08085728193410173
409,1026,-0.06115906942804991
411,988,-0.021088740005564148
413,2101,-0.10186976350002919
414,1367,-0.030001465363053897
417,1062,-0.030544996370635666
419,1010,0.017005468554162424
420,1047,0.08832309933707362
424,1002,-0.004158833275704928
425,1874,0.01834980063265632
428,1801,0.08776199921719395
431,1158,-0.04786641429007681
432,1653,0.0777231931395632
438,1460,0.013492507790217743
440,1489,-0.1054214257385384
443,1946,-0.12651949163903103
446,1626,-0.1168579626807779
462,1349,-0.1003515368485669
467,1820,0.011601518480466352
472,1236,-0.047105640317712735
475,1154,0.11630073988962884
476,1311,0.0069970681420473205
477,1932,-0.0649828724604214
478,2119,-0.05303871404667061
479,1107,0.026658877502046482
481,1619,-0.031391929896511364
482,983,0.019245408989073027
483,1082,0.03761403554885161
484,1058,-0.01776412529402702
488,2079,0.04185912885866759
491,1966,-0.021757972930079614
492,1038,0.11564127345035842
496,962,0.16399406260658952
497,1687,-0.018573849133094456
498,1835,0.0982310973195253
499,1369,0.09945827559586946
500,1629,0.045184022775353286
501,2103,0.032496391646906014
502,1041,-0.010483899812193146
504,1585,-0.037187606251239735
506,2040,0.04658183226368673
507,2023,-0.004137754781395152
509,1361,-0.0879290762048081
510,1490,-0.03827656975741653
511,2019,0.07145800949745414
512,1087,0.006963689171751029
513,1594,0.03384149177564462
514,1074,0.024964713581845387
516,1601,-0.054029492959020556
520,1164,0.064986063393101
521,2018,0.0031939430545199557
524,1043,0.13175909154374654
525,1112,-0.021708874131407666
526,1181,-0.048222974993627696
527,1922,0.0202004131396241
528,1184,-0.035263775057347166
530,1280,0.14470246124979522
531,1683,0.09013057770127553
533,1979,0.02173950529399866
534,2127,-0.1522239860696475
539,1539,0.036892558061084865
540,1210,-0.10170464569802702
541,1155,0.010550377976727563
544,2026,0.057970831904910855
548,1908,-0.12195408119177681
549,1359,-0.004511904862564309
550,1268,0.060974834052603774
552,1114,-0.05583118156886614
554,939,0.05572956199419589
558,1151,0.0047535652388167385
564,1895,0.01688421856029106
566,1720,-0.04180644938054143
567,1806,0.07797671331821941
568,1272,0.06903863575029506
569,1753,0.2098231252614207
572,1636,0.16891119771145205
577,1808,0.08612838045512858
579,1833,0.04917770090593103
580,2062,0.06412684277518728
582,1724,0.047740713769095805
588,1303,0.05203657279769014
589,1919,0.005822779243195689
591,2007,0.008357131499849155
593,1395,-0.01876992271673172
594,1247,-0.039422427238445704
595,1603,0.05414619219157678
596,1814,0.04530447949182652
599,2000,-0.010109444915547076
601,1991,0.012761440630984347
602,1438,-0.08687594088875283
604,1967,0.009710415796121117
610,1794,0.14169098671507918
613,1770,0.15525087727032438
617,1534,0.03385502628579724
618,1471,-0.043707170635790306
623,1450,-0.060424514448804145
626,1515,0.019333013670711382
629,1419,-0.1642346156723966
631,1726,0.12173422993121748
635,1341,-0.05513475179336716
637,1500,0.05644196562990417
639,1340,-0.010293815643153487
651,1641,0.17102826615283295
653,1060,0.07997561199825884
